,title,year,rating,dubious,imdbid,id,submitterid,date,visible
868,Kanal,1957.0,1.0,0.0,50585.0,1800.0,2294.0,2010-12-01 00:00:21,1.0
869,"Enemy Below, The",1957.0,0.0,0.0,50356.0,1989.0,2656.0,2011-02-05 06:25:43,1.0
870,"Seventh Seal, The",1957.0,1.0,0.0,50976.0,2043.0,2729.0,2011-02-15 14:15:32,1.0
871,Night of the Demon,1957.0,3.0,1.0,50766.0,2160.0,2994.0,2011-04-01 21:27:28,1.0
872,Sweet Smell of Success,1957.0,1.0,0.0,51036.0,2301.0,3309.0,2011-05-17 05:33:51,1.0
873,Fire Down Below,1957.0,0.0,0.0,50397.0,2420.0,3560.0,2011-06-21 03:06:10,1.0
874,"Heaven Knows, Mr. Allison",1957.0,0.0,0.0,50490.0,2429.0,3575.0,2011-06-22 06:59:54,1.0
875,Smultronst&auml;llet (Wild Strawberries),1957.0,2.0,0.0,50986.0,2520.0,3744.0,2011-07-12 13:02:57,1.0
876,Sayonara,1957.0,2.0,0.0,50933.0,2578.0,3852.0,2011-07-27 19:12:29,1.0
877,Tammy and the Bachelor,1957.0,3.0,0.0,51051.0,2895.0,4421.0,2011-12-03 07:49:02,1.0
878,"Bridge on the River Kwai, The",1957.0,1.0,0.0,50212.0,2981.0,4616.0,2012-01-11 03:32:06,1.0
879,"Prince and the Showgirl, The",1957.0,3.0,0.0,50861.0,3007.0,4675.0,2012-01-27 09:09:22,1.0
880,An Affair to Remember,1957.0,2.0,0.0,50105.0,3429.0,5529.0,2012-07-17 04:42:36,1.0
881,Oedipus Rex,1957.0,1.0,1.0,50792.0,3994.0,6817.0,2013-03-18 23:56:38,1.0
882,A Face in the Crowd,1957.0,1.0,0.0,50371.0,4552.0,8193.0,2013-09-09 17:19:32,1.0
883,Sorority Girl,1957.0,3.0,0.0,50998.0,4559.0,8220.0,2013-09-12 19:17:27,1.0
884,Witness for the Prosecution,1957.0,1.0,0.0,51201.0,4933.0,8951.0,2013-12-10 00:56:28,1.0
885,"Mysterians, The",1957.0,3.0,0.0,50251.0,6624.0,12947.0,2015-12-23 23:47:11,1.0
886,Kiss Them for Me,1957.0,2.0,0.0,50599.0,7017.0,13793.0,2016-08-02 16:43:09,1.0
887,Forty Guns,1957.0,2.0,0.0,50407.0,7136.0,14003.0,2016-09-23 17:32:19,1.0
888,Throne of Blood,1957.0,0.0,0.0,50613.0,7165.0,14045.0,2016-09-30 13:27:12,1.0
889,Amanecer en Puerta Oscura,1957.0,3.0,0.0,50116.0,7420.0,14460.0,2017-01-26 22:14:45,1.0
890,El vampiro,1957.0,3.0,0.0,51151.0,8321.0,16294.0,2018-07-11 22:18:42,1.0
891,Island in the Sun,1957.0,3.0,0.0,50549.0,8685.0,17002.0,2019-03-25 09:20:43,1.0
892,Kronos,1957.0,0.0,0.0,50610.0,8736.0,17122.0,2019-05-07 14:03:29,1.0
893,Danger stalks near,1957.0,3.0,0.0,50421.0,9006.0,17698.0,2020-02-07 18:50:03,1.0
894,Vertigo,1958.0,1.0,0.0,52357.0,609.0,339.0,2009-12-28 04:09:49,1.0
895,M&auml;dchen in Uniform,1958.0,3.0,0.0,51964.0,1572.0,1902.0,2010-09-16 14:10:25,1.0
896,"Fabulous World of Jules Verne, The",1958.0,0.0,0.0,52374.0,1247.0,1348.0,2010-07-23 00:17:21,1.0
897,"Vikings, The",1958.0,2.0,0.0,52365.0,1255.0,1356.0,2010-07-23 00:38:33,1.0
898,Run Silent Run Deep,1958.0,0.0,0.0,52151.0,1363.0,1484.0,2010-07-27 04:41:56,1.0
899,Teacher&#39;s Pet,1958.0,1.0,0.0,52278.0,1364.0,1485.0,2010-07-27 04:43:11,1.0
900,"Fly, The",1958.0,2.0,1.0,51622.0,2281.0,3279.0,2011-05-10 20:15:50,1.0
901,"Day the Sky Exploded, The",1958.0,1.0,0.0,51951.0,2373.0,3453.0,2011-06-05 23:54:46,1.0
902,Dracula (Horror of Dracula),1958.0,3.0,0.0,51554.0,2476.0,3643.0,2011-07-01 22:42:19,1.0
903,"Wild Women of Wongo, The",1958.0,3.0,0.0,52394.0,2585.0,3870.0,2011-08-01 13:13:19,1.0
904,"Screaming Skull, The",1958.0,2.0,0.0,52169.0,2763.0,4175.0,2011-10-14 06:06:11,1.0
905,Mon Oncle,1958.0,3.0,0.0,50706.0,2823.0,4280.0,2011-11-03 23:38:29,1.0
906,Touch of Evil,1958.0,1.0,0.0,52311.0,3146.0,4966.0,2012-03-26 09:41:05,1.0
907,Gigi,1958.0,2.0,0.0,51658.0,3056.0,4773.0,2012-02-19 01:46:08,1.0
908,"Defiant Ones, The",1958.0,0.0,0.0,51525.0,3238.0,5153.0,2012-05-08 21:58:21,1.0
909,Auntie Mame,1958.0,3.0,0.0,51383.0,3321.0,5309.0,2012-06-04 23:20:32,1.0
910,Separate Tables,1958.0,3.0,0.0,52182.0,3926.0,6642.0,2013-02-22 17:17:53,1.0
911,South Pacific,1958.0,3.0,1.0,52225.0,3977.0,6769.0,2013-03-12 05:55:25,1.0
912,Indiscreet,1958.0,3.0,0.0,51773.0,4211.0,7336.0,2013-06-06 01:18:06,1.0
913,I Bury the Living,1958.0,1.0,1.0,51755.0,4410.0,7863.0,2013-07-28 15:16:41,1.0
914,"Inn of the Sixth Happiness, The",1958.0,3.0,0.0,51776.0,4849.0,8793.0,2013-11-17 21:34:08,1.0
915,Cat on a Hot Tin Roof,1958.0,3.0,0.0,51459.0,6012.0,11435.0,2015-01-03 13:52:40,1.0
916,Love Is My Profession,1958.0,3.0,0.0,51579.0,6938.0,13649.0,2016-06-17 22:21:50,1.0
917,Blood of the Vampire,1958.0,0.0,0.0,51422.0,7054.0,13856.0,2016-08-19 11:17:32,1.0
918,"Hidden Fortress, The",1958.0,0.0,0.0,51808.0,7135.0,14001.0,2016-09-23 13:12:30,1.0
919,It! The Terror from Beyond Space,1958.0,1.0,0.0,51786.0,7606.0,14844.0,2017-05-12 14:18:50,1.0
920,Brink of Life,1958.0,3.0,0.0,52017.0,8344.0,16333.0,2018-07-27 23:51:34,1.0
921,I Want To Live!,1958.0,3.0,0.0,51758.0,8450.0,16535.0,2018-10-20 17:44:02,1.0
922,"400 Blows, The",1959.0,0.0,,53198.0,236.0,19.0,2008-12-11 08:38:55,1.0
923,Sleeping Beauty,1959.0,3.0,0.0,53285.0,474.0,153.0,2009-08-22 10:34:58,1.0
924,Ben-Hur,1959.0,3.0,0.0,52618.0,1419.0,1588.0,2010-08-01 13:10:23,1.0
925,Journey to the Center of the Earth,1959.0,1.0,0.0,52948.0,1256.0,1357.0,2010-07-23 00:39:52,1.0
926,"Nun&#39;s Story, The",1959.0,3.0,0.0,53131.0,1555.0,1863.0,2010-09-08 13:33:59,1.0
927,Darby O&#39;Gill and the Little People,1959.0,3.0,0.0,52722.0,1591.0,1934.0,2010-09-22 05:35:34,1.0
928,Some Like It Hot,1959.0,3.0,0.0,53291.0,2023.0,2705.0,2011-02-14 12:34:21,1.0
929,Imitation of Life,1959.0,3.0,0.0,52918.0,2095.0,2829.0,2011-03-07 17:13:23,1.0
930,North By Northwest,1959.0,1.0,0.0,53125.0,2228.0,3117.0,2011-04-23 19:08:51,1.0
931,"Suddenly, Last Summer",1959.0,3.0,0.0,53318.0,2645.0,3978.0,2011-08-29 23:26:04,1.0
932,"Giant Gila Monster, The",1959.0,3.0,0.0,52846.0,2796.0,4241.0,2011-10-26 00:45:50,1.0
933,Araya,1959.0,3.0,0.0,51372.0,3119.0,4910.0,2012-03-14 04:15:54,1.0
934,"Tingler, The",1959.0,1.0,0.0,53363.0,3166.0,5006.0,2012-04-05 03:55:34,1.0
935,Come Dance with Me!,1959.0,3.0,0.0,53428.0,3442.0,5575.0,2012-07-23 17:32:48,1.0
936,Good Morning (Ohay&ocirc;),1959.0,3.0,0.0,53134.0,3525.0,5769.0,2012-09-09 17:45:10,1.0
937,"Great War, The",1959.0,1.0,0.0,52861.0,3608.0,5925.0,2012-10-16 23:26:31,1.0
938,Ghost of Dragstrip Hollow,1959.0,3.0,0.0,52844.0,4050.0,6954.0,2013-04-13 22:05:18,1.0
939,A Bucket of Blood,1959.0,2.0,0.0,52655.0,4065.0,6974.0,2013-04-16 00:00:32,1.0
940,Anatomy of a Murder,1959.0,1.0,0.0,52561.0,4199.0,7305.0,2013-06-02 08:15:28,1.0
941,House on Haunted Hill,1959.0,3.0,1.0,51744.0,4373.0,7783.0,2013-07-20 13:26:49,1.0
942,"Wasp Woman, The",1959.0,3.0,1.0,54462.0,4392.0,7821.0,2013-07-25 06:04:17,1.0
943,"Bat, The",1959.0,3.0,0.0,52602.0,4523.0,8137.0,2013-08-30 17:50:24,1.0
944,Gidget,1959.0,3.0,0.0,52847.0,6405.0,12462.0,2015-08-15 02:47:16,1.0
945,Battle in Outer Space,1959.0,1.0,0.0,53388.0,6645.0,13011.0,2015-12-31 01:24:49,1.0
946,Apur Sansar,1959.0,0.0,0.0,52572.0,6833.0,13421.0,2016-04-15 08:48:46,1.0
947,Rio Bravo,1959.0,1.0,0.0,53221.0,6901.0,13569.0,2016-05-28 14:40:16,1.0
948,Pillow Talk,1959.0,3.0,0.0,53172.0,8392.0,16425.0,2018-08-30 12:30:18,1.0
949,"World, The Flesh and The Devil, The",1959.0,0.0,0.0,53454.0,8677.0,16975.0,2019-03-16 14:09:22,1.0
950,Plan 9 from Outer Space,1959.0,1.0,0.0,52077.0,9161.0,18067.0,2020-06-07 20:42:06,1.0
951,Night of the Ghouls,1959.0,1.0,0.0,156843.0,9169.0,18083.0,2020-06-14 01:28:42,1.0
952,Sleeping Beauty,1959.0,3.0,0.0,53285.0,9209.0,18177.0,2020-07-22 18:01:28,1.0
953,"Bridge, The",1959.0,3.0,0.0,52654.0,9379.0,18521.0,2020-12-14 14:17:57,1.0
954,Where the Boys Are,1960.0,2.0,0.0,54469.0,590.0,320.0,2009-12-27 21:53:13,1.0
955,Les yeux sans visage,1960.0,3.0,0.0,53459.0,656.0,396.0,2010-01-20 23:46:02,1.0
956,A bout de souffle,1960.0,0.0,0.0,53472.0,799.0,608.0,2010-05-13 19:51:40,1.0
957,"Magnificent Seven, The",1960.0,0.0,0.0,54047.0,1295.0,1406.0,2010-07-24 02:27:20,1.0
958,Spartacus,1960.0,2.0,0.0,54331.0,1273.0,1375.0,2010-07-23 01:05:37,1.0
959,Inherit the Wind,1960.0,3.0,1.0,53946.0,1712.0,2157.0,2010-10-31 23:53:18,1.0
960,"Apartment, The",1960.0,3.0,0.0,53604.0,1995.0,2664.0,2011-02-05 22:30:48,1.0
961,Psycho,1960.0,3.0,0.0,54215.0,2039.0,2725.0,2011-02-15 12:53:30,1.0
962,Exodus,1960.0,3.0,0.0,53804.0,2144.0,2952.0,2011-03-27 06:11:11,1.0
963,Let&#39;s Make Love,1960.0,2.0,1.0,54022.0,2546.0,3790.0,2011-07-18 04:24:13,1.0
964,Late Autumn,1960.0,3.0,0.0,53579.0,2808.0,4255.0,2011-10-30 06:06:57,1.0
965,Body in the Web,1960.0,3.0,0.0,54333.0,2950.0,4531.0,2011-12-22 22:14:23,1.0
966,Rocco and His Brothers,1960.0,2.0,0.0,54248.0,2988.0,4628.0,2012-01-13 16:11:04,1.0
967,Black Sunday,1960.0,3.0,1.0,54067.0,3286.0,5261.0,2012-05-26 01:59:10,1.0
968,Testament of Orpheus,1960.0,1.0,0.0,54377.0,3294.0,5274.0,2012-05-29 10:15:16,1.0
969,Jigoku (Hell or The Sinners of Hell),1960.0,3.0,0.0,154683.0,3328.0,5319.0,2012-06-07 05:05:00,1.0
970,"City of the Dead, The",1960.0,3.0,0.0,53719.0,3634.0,5989.0,2012-10-29 02:23:20,1.0
971,Zazie dans le metro,1960.0,3.0,0.0,54494.0,3827.0,6394.0,2013-01-14 16:44:43,1.0
972,Make Mine Mink,1960.0,3.0,0.0,54049.0,4117.0,7078.0,2013-05-01 09:30:37,1.0
973,"Truth, The",1960.0,3.0,0.0,54452.0,5122.0,9337.0,2014-02-01 15:37:34,1.0
974,"Story of Ruth, The",1960.0,3.0,0.0,54343.0,5123.0,9338.0,2014-02-01 16:03:34,1.0
975,"Virgin Spring, The",1960.0,3.0,0.0,53976.0,5380.0,9896.0,2014-04-10 18:04:35,1.0
976,Wild River,1960.0,3.0,0.0,54476.0,6146.0,11743.0,2015-03-13 21:00:43,1.0
977,La Dolce Vita,1960.0,2.0,0.0,53779.0,6080.0,11563.0,2015-01-27 03:45:48,1.0
978,La ciociara,1960.0,3.0,0.0,54749.0,6756.0,13259.0,2016-03-01 18:37:43,1.0
979,Peeping Tom,1960.0,2.0,0.0,54167.0,6796.0,13340.0,2016-03-26 07:55:34,1.0
980,Le Trou,1960.0,0.0,0.0,54407.0,6854.0,13461.0,2016-04-26 03:15:12,1.0
981,"Brides of Dracula, The",1960.0,3.0,0.0,53677.0,8275.0,16202.0,2018-06-06 13:24:58,1.0
982,Shoot the Piano Player,1960.0,2.0,0.0,54389.0,8367.0,16380.0,2018-08-10 19:59:04,1.0
983,School for Scoundrels,1960.0,1.0,0.0,54279.0,8566.0,16727.0,2018-12-16 01:36:54,1.0
984,Conspiracy of Hearts,1960.0,3.0,0.0,53732.0,8992.0,17607.0,2020-01-27 23:46:29,1.0
985,Nerve on Sunday,1960.0,2.0,0.0,54198.0,9026.0,17757.0,2020-03-02 16:05:04,1.0
986,First Spaceship on Venus,1960.0,1.0,0.0,53250.0,9207.0,18168.0,2020-07-19 18:21:55,1.0
987,"Time Machine, The",1960.0,0.0,0.0,54387.0,9338.0,18443.0,2020-11-22 16:32:31,1.0
988,"Bad Sleep Well, The",1960.0,1.0,0.0,54460.0,9894.0,19280.0,2021-06-17 00:25:43,1.0
989,Les Bonnes Femmes,1960.0,3.0,0.0,53666.0,9992.0,19417.0,2021-08-03 20:42:28,1.0
990,Yojimbo,1961.0,1.0,0.0,55630.0,660.0,408.0,2010-01-22 01:59:53,1.0
991,"Children&#39;s Hour, The",1961.0,3.0,0.0,54743.0,833.0,688.0,2010-05-27 02:41:19,1.0
992,"Phantom Planet, The",1961.0,0.0,0.0,55294.0,1292.0,1398.0,2010-07-23 14:32:07,1.0
993,Breakfast at Tiffany&#39;s,1961.0,2.0,0.0,54698.0,1191.0,1266.0,2010-07-18 08:27:20,1.0
994,Mysterious Island,1961.0,0.0,0.0,55207.0,1257.0,1358.0,2010-07-23 00:44:31,1.0
995,Underworld U.S.A.,1961.0,3.0,0.0,55571.0,1165.0,1223.0,2010-07-11 22:00:52,1.0
996,One Hundred and One Dalmatians,1961.0,3.0,0.0,55254.0,1171.0,1231.0,2010-07-13 19:26:56,1.0
997,El Cid,1961.0,1.0,0.0,54847.0,1546.0,1851.0,2010-09-07 16:10:12,1.0
998,"Misfits, The",1961.0,3.0,0.0,55184.0,1365.0,1486.0,2010-07-27 04:52:00,1.0
999,"Hustler, The",1961.0,0.0,0.0,54997.0,1958.0,2622.0,2011-02-03 23:27:06,1.0
1000,"One, Two, Three",1961.0,3.0,1.0,55256.0,2392.0,3493.0,2011-06-12 00:28:02,1.0
1001,West Side Story,1961.0,3.0,0.0,55614.0,2560.0,3806.0,2011-07-20 17:58:52,1.0
1002,"Beast of Yucca Flats, The",1961.0,0.0,0.0,54673.0,2797.0,4242.0,2011-10-26 00:49:32,1.0
1003,Blue Hawaii,1961.0,3.0,0.0,54692.0,3724.0,6176.0,2012-12-06 21:21:07,1.0
1004,Paris Blues,1961.0,3.0,1.0,55278.0,3909.0,6617.0,2013-02-19 09:37:34,1.0
1005,Splendor in the Grass,1961.0,3.0,0.0,55471.0,4198.0,7304.0,2013-06-02 04:39:47,1.0
1006,A Taste of Honey,1961.0,3.0,0.0,55506.0,4539.0,8160.0,2013-09-02 00:21:51,1.0
1007,"Parent Trap, The",1961.0,3.0,0.0,55277.0,4580.0,8258.0,2013-09-14 18:49:24,1.0
1008,A Raisin in the Sun,1961.0,3.0,0.0,55353.0,5485.0,10157.0,2014-05-18 03:49:51,1.0
1009,Snow White and the Three Stooges,1961.0,3.0,0.0,55458.0,5797.0,10945.0,2014-10-01 02:04:48,1.0
1010,La Notte,1961.0,3.0,0.0,54130.0,6102.0,11598.0,2015-02-06 01:50:13,1.0
1011,Mothra,1961.0,0.0,0.0,55198.0,6448.0,12561.0,2015-09-13 03:05:42,1.0
1012,A Woman Is a Woman,1961.0,0.0,0.0,55572.0,6539.0,12782.0,2015-11-10 19:09:38,1.0
1013,"Guns of Navarone, The",1961.0,1.0,0.0,54953.0,6653.0,13031.0,2016-01-05 07:33:08,1.0
1014,"Curse of the Werewolf, The",1961.0,3.0,1.0,54777.0,7344.0,14337.0,2016-12-21 15:38:11,1.0
1015,"Leon Morin, Priest",1961.0,3.0,0.0,55082.0,7798.0,15189.0,2017-09-05 08:29:34,1.0
1016,Accattone,1961.0,3.0,0.0,54599.0,7831.0,15250.0,2017-09-25 14:12:59,1.0
1017,Through a Glass Darkly,1961.0,0.0,0.0,55499.0,7968.0,15579.0,2017-12-27 17:33:22,1.0
1018,"Innocents, The",1961.0,3.0,0.0,55018.0,8019.0,15675.0,2018-01-20 22:17:52,1.0
1019,Flame in the Streets,1961.0,3.0,1.0,54879.0,8676.0,16974.0,2019-03-15 23:10:56,1.0
1020,Lola,1961.0,2.0,0.0,55093.0,9268.0,18306.0,2020-09-09 00:05:38,1.0
1021,King of Kings,1961.0,3.0,0.0,55047.0,9607.0,18886.0,2021-04-03 07:43:36,1.0
1022,Jules and Jim,1962.0,1.0,,55032.0,237.0,19.0,2008-12-11 09:16:47,1.0
1023,Ivanovo detstvo,1962.0,1.0,0.0,56111.0,691.0,452.0,2010-02-28 12:37:43,1.0
1024,Lawrence of Arabia,1962.0,0.0,0.0,56172.0,1042.0,1084.0,2010-07-03 14:58:49,1.0
1025,What Ever Happened to Baby Jane?,1962.0,3.0,0.0,56687.0,1298.0,1410.0,2010-07-24 18:38:37,1.0
1026,Lolita,1962.0,3.0,0.0,56193.0,1279.0,1381.0,2010-07-23 01:14:03,1.0
1027,To Kill a Mockingbird,1962.0,3.0,0.0,56592.0,1108.0,1158.0,2010-07-07 18:20:21,1.0
1028,"Day of the Triffids, The",1962.0,3.0,0.0,55894.0,1613.0,1973.0,2010-09-28 22:00:35,1.0
1029,"Manchurian Candidate, The",1962.0,1.0,0.0,56218.0,1954.0,2618.0,2011-02-03 21:28:37,1.0
1030,"Trial, The",1962.0,1.0,0.0,57427.0,2183.0,3050.0,2011-04-11 08:52:36,1.0
1031,"Music Man, The",1962.0,3.0,0.0,56262.0,2430.0,3576.0,2011-06-22 07:04:00,1.0
1032,Carnival of Souls,1962.0,3.0,0.0,55830.0,2591.0,3883.0,2011-08-04 17:18:04,1.0
1033,Cleo from 5 to 7,1962.0,3.0,0.0,55852.0,2609.0,3917.0,2011-08-14 00:44:09,1.0
1034,"Brain That Wouldn&#39;t Die, The",1962.0,2.0,0.0,52646.0,2762.0,4174.0,2011-10-14 05:56:17,1.0
1035,Gypsy,1962.0,3.0,0.0,56048.0,3079.0,4832.0,2012-02-29 00:23:17,1.0
1036,"Trial of Joan of Arc, The",1962.0,0.0,0.0,59616.0,3160.0,4998.0,2012-04-04 00:35:10,1.0
1037,"L-Shaped Room, The",1962.0,3.0,0.0,57239.0,3829.0,6396.0,2013-01-14 17:04:58,1.0
1038,La Jetee,1962.0,0.0,0.0,56119.0,3845.0,6442.0,2013-01-20 19:58:26,1.0
1039,"Devil&#39;s Hand, The",1962.0,2.0,0.0,55902.0,4407.0,7858.0,2013-07-28 09:56:35,1.0
1040,Les dimanches de Ville d&#39;Avray,1962.0,3.0,0.0,55910.0,4481.0,8044.0,2013-08-17 12:34:37,1.0
1041,That Touch of Mink,1962.0,2.0,0.0,56575.0,4513.0,8117.0,2013-08-28 01:05:54,1.0
1042,Dr. No,1962.0,1.0,0.0,55928.0,4637.0,8369.0,2013-09-27 12:56:34,1.0
1043,"Miracle Worker, The",1962.0,3.0,0.0,56241.0,5686.0,10669.0,2014-08-10 05:10:12,1.0
1044,King Kong vs. Godzilla,1962.0,3.0,0.0,56142.0,6119.0,11650.0,2015-02-19 00:06:11,1.0
1045,Hatari!,1962.0,3.0,1.0,56059.0,6332.0,12275.0,2015-06-23 11:40:45,1.0
1046,"Loneliness of the Long Distance Runner, The",1962.0,3.0,1.0,56194.0,6516.0,12717.0,2015-10-26 15:21:11,1.0
1047,Boccaccio &acute;70,1962.0,2.0,0.0,55805.0,7120.0,13974.0,2016-09-16 10:36:35,1.0
1048,Advise &amp; Consent,1962.0,3.0,0.0,55728.0,7159.0,14037.0,2016-09-28 21:05:03,1.0
1049,War of the Buttons,1962.0,0.0,0.0,54949.0,7312.0,14279.0,2016-12-04 02:09:44,1.0
1050,Cartouche,1962.0,1.0,0.0,55832.0,7440.0,14517.0,2017-02-12 18:36:27,1.0
1051,Atraco a las tres,1962.0,1.0,0.0,55763.0,7588.0,14801.0,2017-04-24 13:10:08,1.0
1052,Walk on the Wild Side,1962.0,3.0,0.0,56671.0,8673.0,16970.0,2019-03-12 22:35:09,1.0
1053,Vivre Sa Vie,1962.0,3.0,0.0,56663.0,8849.0,17341.0,2019-09-11 03:03:44,1.0
1054,"Longest Day, The",1962.0,0.0,0.0,56197.0,9106.0,17955.0,2020-05-02 16:43:51,1.0
1055,"Treasure of the Silver Lake, The",1962.0,1.0,0.0,56452.0,9690.0,19004.0,2021-04-27 19:41:34,1.0
1056,Antoine and Colette,1962.0,0.0,0.0,1180329.0,9920.0,19317.0,2021-06-30 16:53:16,1.0
1057,Hara-Kiri,1962.0,0.0,0.0,56058.0,9818.0,19164.0,2021-05-13 20:55:28,1.0
1058,"Great Escape, The",1963.0,0.0,,57115.0,202.0,17.0,2008-10-23 15:45:51,1.0
1059,Irma la Douce,1963.0,2.0,0.0,57187.0,607.0,337.0,2009-12-28 04:04:58,1.0
1060,"Pink Panther, The",1963.0,1.0,0.0,57413.0,629.0,362.0,2009-12-31 23:05:19,1.0
1061,55 Days at Peking,1963.0,1.0,0.0,56800.0,1251.0,1352.0,2010-07-23 00:24:35,1.0
1062,"Bakery Girl of Monceau, The",1963.0,1.0,0.0,56884.0,1635.0,2008.0,2010-10-04 06:37:46,1.0
1063,Charade,1963.0,2.0,0.0,56923.0,1984.0,2650.0,2011-02-05 01:05:38,1.0
1064,Lord of the Flies,1963.0,0.0,0.0,57261.0,1990.0,2657.0,2011-02-05 07:14:07,1.0
1065,Shock Corridor,1963.0,0.0,0.0,57495.0,2102.0,2851.0,2011-03-09 07:00:38,1.0
1066,"Birds, The",1963.0,3.0,0.0,56869.0,2345.0,3385.0,2011-05-25 22:54:58,1.0
1067,Beach Party,1963.0,2.0,0.0,56860.0,2549.0,3793.0,2011-07-18 23:50:28,1.0
1068,Carry on Cabby,1963.0,3.0,0.0,56912.0,2772.0,4193.0,2011-10-19 08:48:11,1.0
1069,Contempt,1963.0,1.0,0.0,57345.0,3382.0,5425.0,2012-06-26 15:41:30,1.0
1070,Bye Bye Birdie,1963.0,3.0,0.0,56891.0,3725.0,6177.0,2012-12-06 21:35:20,1.0
1071,"Sword in the Stone, The",1963.0,0.0,0.0,57546.0,3810.0,6345.0,2013-01-07 05:18:51,1.0
1072,Khaneh siah ast (The House is Black),1963.0,0.0,0.0,336693.0,3939.0,6678.0,2013-02-27 15:49:34,1.0
1073,"Haunting, The",1963.0,3.0,0.0,57129.0,4206.0,7324.0,2013-06-04 17:23:05,1.0
1074,"Kiss of the Vampire, The",1963.0,2.0,1.0,57226.0,4331.0,7680.0,2013-07-11 16:43:01,1.0
1075,Summer Magic,1963.0,3.0,0.0,57542.0,4347.0,7706.0,2013-07-13 15:37:26,1.0
1076,Dementia 13,1963.0,3.0,0.0,56983.0,4394.0,7825.0,2013-07-25 14:42:20,1.0
1077,Tom Jones,1963.0,3.0,0.0,57590.0,4494.0,8070.0,2013-08-20 09:17:49,1.0
1078,From Russia with Love,1963.0,3.0,0.0,57076.0,4659.0,8407.0,2013-10-03 11:48:48,1.0
1079,X: The Man with the X-Ray Eyes,1963.0,1.0,0.0,57693.0,4951.0,8980.0,2013-12-15 20:25:17,1.0
1080,"Move Over, Darling",1963.0,3.0,0.0,57329.0,5230.0,9579.0,2014-03-05 03:43:06,1.0
1081,"Silence, The",1963.0,3.0,0.0,57611.0,5379.0,9895.0,2014-04-10 17:56:52,1.0
1082,"Raven, The",1963.0,1.0,0.0,57449.0,5712.0,10727.0,2014-08-23 02:51:37,1.0
1083,"Guest, The",1963.0,0.0,0.0,58164.0,5772.0,10873.0,2014-09-21 18:05:07,1.0
1084,8&frac12;,1963.0,3.0,0.0,56801.0,5846.0,11048.0,2014-10-17 03:32:24,1.0
1085,Sanjuro,1963.0,3.0,1.0,56443.0,6044.0,11497.0,2015-01-13 16:54:04,1.0
1086,El verdugo,1963.0,1.0,0.0,57643.0,6327.0,12261.0,2015-06-20 17:51:30,1.0
1087,Atragon,1963.0,0.0,0.0,57215.0,6460.0,12589.0,2015-09-23 01:18:25,1.0
1088,Summer Holiday,1963.0,3.0,0.0,57541.0,6514.0,12715.0,2015-10-26 14:50:32,1.0
1089,"Servant, The",1963.0,3.0,1.0,57490.0,6988.0,13745.0,2016-07-21 20:17:12,1.0
1090,Suzanne&#39;s Career,1963.0,3.0,0.0,56910.0,7925.0,15455.0,2017-11-26 14:33:08,1.0
1091,Winter Light,1963.0,1.0,0.0,57358.0,7969.0,15581.0,2017-12-27 20:55:41,1.0
1092,"Incredible Journey, The",1963.0,1.0,0.0,57180.0,8440.0,16515.0,2018-10-15 00:14:14,1.0
1093,Unearthly Stranger,1963.0,1.0,0.0,57623.0,8648.0,16905.0,2019-02-22 22:12:25,1.0
1094,It&#39;s a Mad Mad Mad Mad World,1963.0,3.0,0.0,57193.0,9226.0,18219.0,2020-08-06 20:57:19,1.0
1095,Cleopatra,1963.0,3.0,0.0,56937.0,9388.0,18534.0,2020-12-14 17:32:55,1.0
1096,Winnetou,1963.0,1.0,0.0,57687.0,9686.0,19000.0,2021-04-27 19:35:39,1.0
1097,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964.0,0.0,,57012.0,341.0,1.0,2009-06-14 15:44:02,1.0
1098,Per un pugno di dollari (A Fisful of Dollars),1964.0,1.0,0.0,58461.0,661.0,410.0,2010-01-23 08:32:17,1.0
1099,Mary Poppins,1964.0,3.0,0.0,58331.0,701.0,465.0,2010-03-15 19:54:22,1.0
1100,"Rudolph, the Red-Nosed Reindeer",1964.0,1.0,0.0,58536.0,1600.0,1947.0,2010-09-23 01:07:23,1.0
1101,Der Geteilte Himmel (Divided Heaven),1964.0,2.0,0.0,58139.0,1198.0,1278.0,2010-07-20 00:19:49,1.0
1102,Woman in the Dunes,1964.0,0.0,0.0,58625.0,1212.0,1298.0,2010-07-21 04:40:02,1.0
1103,Bedtime Story,1964.0,1.0,0.0,57878.0,1250.0,1351.0,2010-07-23 00:23:21,1.0
1104,First Men in the Moon,1964.0,1.0,0.0,58100.0,1253.0,1354.0,2010-07-23 00:30:51,1.0
1105,"Long Ships, The",1964.0,1.0,0.0,57259.0,1254.0,1355.0,2010-07-23 00:36:34,1.0
1106,My Fair Lady,1964.0,3.0,0.0,58385.0,1688.0,2101.0,2010-10-23 05:40:12,1.0
1107,A Hard Day&#39;s Night,1964.0,1.0,0.0,58182.0,1957.0,2621.0,2011-02-03 23:10:00,1.0
1108,Band of Outsiders,1964.0,3.0,0.0,57869.0,2204.0,3092.0,2011-04-22 10:16:12,1.0
1109,"Americanization of Emily, The",1964.0,2.0,0.0,57840.0,2385.0,3484.0,2011-06-10 21:34:35,1.0
1110,Zulu,1964.0,0.0,0.0,58777.0,2483.0,3660.0,2011-07-05 00:56:37,1.0
